LoopId,LoopStartTime,BackgroundThreads,LogCleanerThreads,NumIoThreads,NumNetworkThreads,NumPartitions,NumNodes,NumReplicaFetchers,ThreadsClient,MessageSize,TotalMessages
87,2019-07-13_14-36-09,25,1,8,6,2,1,1,25,10240,698273
88,2019-07-13_15-10-53,25,1,8,6,2,1,1,25,102400,76299
89,2019-07-13_15-45-32,25,1,8,6,2,1,1,50,10240,710412
90,2019-07-13_16-20-17,25,1,8,6,2,1,1,50,102400,76865
91,2019-07-13_16-54-58,25,1,8,6,2,1,2,10,10240,333631
92,2019-07-13_17-29-37,25,1,8,6,2,1,2,10,102400,75195
93,2019-07-13_18-04-16,25,1,8,6,2,1,2,15,10240,486540
94,2019-07-13_18-38-56,25,1,8,6,2,1,2,15,102400,75506
95,2019-07-13_19-13-36,25,1,8,6,2,1,2,20,10240,613210
96,2019-07-13_19-48-18,25,1,8,6,2,1,2,20,102400,74325
97,2019-07-13_20-22-58,25,1,8,6,2,1,2,25,10240,698546
98,2019-07-13_20-57-41,25,1,8,6,2,1,2,25,102400,76457
99,2019-07-13_21-32-21,25,1,8,6,2,1,2,50,10240,730177
100,2019-07-13_22-07-06,25,1,8,6,2,1,2,50,102400,77511
101,2019-07-13_22-41-49,25,1,16,6,2,1,1,10,10240,333700
102,2019-07-13_23-16-27,25,1,16,6,2,1,1,10,102400,76509
103,2019-07-13_23-51-07,25,1,16,6,2,1,1,15,10240,485894
104,2019-07-14_00-25-47,25,1,16,6,2,1,1,15,102400,75715
105,2019-07-14_01-00-27,25,1,16,6,2,1,1,20,10240,612208
106,2019-07-14_01-35-10,25,1,16,6,2,1,1,20,102400,76063
107,2019-07-14_02-09-48,25,1,16,6,2,1,1,25,10240,702598
108,2019-07-14_02-44-33,25,1,16,6,2,1,1,25,102400,76452
109,2019-07-14_03-19-13,25,1,16,6,2,1,1,50,10240,711452
110,2019-07-14_03-53-58,25,1,16,6,2,1,1,50,102400,77091
111,2019-07-14_04-28-40,25,1,16,6,2,1,2,10,10240,333746
112,2019-07-14_05-03-18,25,1,16,6,2,1,2,10,102400,76533
113,2019-07-14_05-37-58,25,1,16,6,2,1,2,15,10240,485994
114,2019-07-14_06-12-38,25,1,16,6,2,1,2,15,102400,76659
115,2019-07-14_06-47-18,25,1,16,6,2,1,2,20,10240,613854
116,2019-07-14_07-22-00,25,1,16,6,2,1,2,20,102400,76019
117,2019-07-14_07-56-41,25,1,16,6,2,1,2,25,10240,701789
118,2019-07-14_08-31-26,25,1,16,6,2,1,2,25,102400,76933
119,2019-07-14_09-06-06,25,1,16,6,2,1,2,50,10240,718180
120,2019-07-14_09-40-51,25,1,16,6,2,1,2,50,102400,77899
121,2019-07-14_10-15-35,30,1,4,6,2,1,1,10,10240,333581
122,2019-07-14_10-50-13,30,1,4,6,2,1,1,10,102400,76349
123,2019-07-14_11-24-52,30,1,4,6,2,1,1,15,10240,487410
124,2019-07-14_11-59-32,30,1,4,6,2,1,1,15,102400,76587
125,2019-07-14_12-34-14,30,1,4,6,2,1,1,20,10240,613851
126,2019-07-14_13-08-57,30,1,4,6,2,1,1,20,102400,75740
127,2019-07-14_13-43-36,30,1,4,6,2,1,1,25,10240,697492
128,2019-07-14_14-18-21,30,1,4,6,2,1,1,25,102400,76560
129,2019-07-14_14-53-02,30,1,4,6,2,1,1,50,10240,709302
130,2019-07-14_15-27-46,30,1,4,6,2,1,1,50,102400,75265
131,2019-07-14_16-02-27,30,1,4,6,2,1,2,10,10240,333458
132,2019-07-14_16-37-04,30,1,4,6,2,1,2,10,102400,74752
133,2019-07-14_17-11-43,30,1,4,6,2,1,2,15,10240,487198
134,2019-07-14_17-46-24,30,1,4,6,2,1,2,15,102400,76639
135,2019-07-14_18-21-04,30,1,4,6,2,1,2,20,10240,612709
136,2019-07-14_18-55-47,30,1,4,6,2,1,2,20,102400,75970
137,2019-07-14_19-30-27,30,1,4,6,2,1,2,25,10240,706055
138,2019-07-14_20-05-11,30,1,4,6,2,1,2,25,102400,76876
139,2019-07-14_20-39-51,30,1,4,6,2,1,2,50,10240,740358
140,2019-07-14_21-14-36,30,1,4,6,2,1,2,50,102400,77919
141,2019-07-14_21-49-17,30,1,8,6,2,1,1,10,10240,334094
142,2019-07-14_22-23-55,30,1,8,6,2,1,1,10,102400,76784
143,2019-07-14_22-58-35,30,1,8,6,2,1,1,15,10240,486040
144,2019-07-14_23-33-15,30,1,8,6,2,1,1,15,102400,75622
145,2019-07-15_00-07-55,30,1,8,6,2,1,1,20,10240,613625
146,2019-07-15_00-42-37,30,1,8,6,2,1,1,20,102400,76380
147,2019-07-15_01-17-17,30,1,8,6,2,1,1,25,10240,695746
148,2019-07-15_01-52-01,30,1,8,6,2,1,1,25,102400,77039
149,2019-07-15_02-26-41,30,1,8,6,2,1,1,50,10240,698417
150,2019-07-15_03-01-25,30,1,8,6,2,1,1,50,102400,76202
151,2019-07-15_03-36-06,30,1,8,6,2,1,2,10,10240,332898
152,2019-07-15_04-10-45,30,1,8,6,2,1,2,10,102400,76392
153,2019-07-15_04-45-23,30,1,8,6,2,1,2,15,10240,484414
154,2019-07-15_05-20-04,30,1,8,6,2,1,2,15,102400,76248
155,2019-07-15_05-54-43,30,1,8,6,2,1,2,20,10240,612724
156,2019-07-15_06-29-26,30,1,8,6,2,1,2,20,102400,75974
157,2019-07-15_07-04-06,30,1,8,6,2,1,2,25,10240,684402
158,2019-07-15_07-38-49,30,1,8,6,2,1,2,25,102400,72790
159,2019-07-15_08-13-29,30,1,8,6,2,1,2,50,10240,717425
160,2019-07-15_08-48-16,30,1,8,6,2,1,2,50,102400,73432
161,2019-07-15_09-22-58,30,1,16,6,2,1,1,10,10240,333710
162,2019-07-15_09-57-37,30,1,16,6,2,1,1,10,102400,76367
163,2019-07-15_10-32-18,30,1,16,6,2,1,1,15,10240,486805
164,2019-07-15_11-07-00,30,1,16,6,2,1,1,15,102400,75200
165,2019-07-15_11-41-43,30,1,16,6,2,1,1,20,10240,612401
166,2019-07-15_12-16-29,30,1,16,6,2,1,1,20,102400,76194
167,2019-07-15_12-51-13,30,1,16,6,2,1,1,25,10240,697818
168,2019-07-15_13-26-03,30,1,16,6,2,1,1,25,102400,73596
169,2019-07-15_14-00-48,30,1,16,6,2,1,1,50,10240,703519
170,2019-07-15_14-35-42,30,1,16,6,2,1,1,50,102400,77681
171,2019-07-15_15-10-28,30,1,16,6,2,1,2,10,10240,333057
172,2019-07-15_15-45-12,30,1,16,6,2,1,2,10,102400,75462
173,2019-07-15_16-19-56,30,1,16,6,2,1,2,15,10240,484877
174,2019-07-15_16-54-43,30,1,16,6,2,1,2,15,102400,75920
175,2019-07-15_17-29-29,30,1,16,6,2,1,2,20,10240,612806
176,2019-07-15_18-04-17,30,1,16,6,2,1,2,20,102400,75352
177,2019-07-15_18-39-01,30,1,16,6,2,1,2,25,10240,700102
178,2019-07-15_19-13-52,30,1,16,6,2,1,2,25,102400,76233
179,2019-07-15_19-48-38,30,1,16,6,2,1,2,50,10240,718566
180,2019-07-15_20-23-31,30,1,16,6,2,1,2,50,102400,76944
